OK|adcanto|adcanto|OK|accanto|accanto
OK|adcelero|adcelero|OK|accelero|accelero
Isol|adcenseo|adcenseo|OK|accenseo|accenseo
OK|adclamatio|adclamatio|OK|acclamatio|acclamatio
OK|adclamo|adclamo|OK|acclamo|acclamo
OK|adclaro|adclaro|OK|acclaro|acclaro
Isol|adclinis|adclinis|OK|acclinis|acclinis
Isol|adclino|adclino|OK|acclino|acclino
OK|adclivis|adclivis|OK|acclivis|acclivis
Isol|adclivitas|adclivitas|OK|acclivitas|acclivitas
OK|adcognosco|adcognosco|OK|accognosco|accognosco
OK|adcolo|adcolo|OK|accolo|accolo
Isol|adcommodate|adcommodate|OK|accommodate|accommodate
Isol|adcommodatio|adcommodatio|OK|accommodatio|accommodatio
Isol|adcommodatus|adcommodatus|OK|accommodatus|accommodatus
OK|adcommodo|adcommodo|OK|accommodo|accommodo
OK|adcommodus|adcommodus|OK|accommodus|accommodus
OK|adcongero|adcongero|OK|accongero|accongero
Isol|adcorporo|adcorporo|OK|accorporo|accorporo
OK|adcredo|adcredo|OK|accredo|accredo
OK|adcresco|adcresco|OK|accresco|accresco
OK|adcretio|adcretio|OK|accretio|accretio
Isol|adcretus|adcretus|OK|accretus|accretus
OK|adcubo|adcubo|OK|accubo|accubo
OK|adcumbo|adcumbo|OK|accumbo|accumbo
Isol|adcumulate|adcumulate|OK|accumulate|accumulate
Isol|adcumulatio|adcumulatio|OK|accumulatio|accumulatio
OK|adcumulator|adcumulator|OK|accumulator|accumulator
Isol|adcumulo|adcumulo|OK|accumulo|accumulo
OK|adcuro|adcuro|OK|accuro|accuro
Isol|adcurro|adcurro|OK|accurro|accurro
Isol|adcursus|adcursus|OK|accursus|accursus
OK|adquiesco|adquiesco|OK|acquiesco|acquiesco
OK|adquiro|adquiro|OK|acquiro|acquiro
OK|adquisitio|adquisitio|OK|acquisitio|acquisitio
OK|affaber|affaber|OK|adfaber|adfaber
OK|affabilis|affabilis|OK|adfabilis|adfabilis
OK|affabilitas|affabilitas|OK|adfabilitas|adfabilitas
OK|affabiliter|affabiliter|OK|adfabiliter|adfabiliter
OK|affabre|affabre|OK|adfabre|adfabre
OK|affabricatus|affabricatus|OK|adfabricatus|adfabricatus
Isol|affabulatio|affabulatio|OK|adfabulatio|adfabulatio
OK|affamen|affamen|OK|adfamen|adfamen
Isol|affaniae|affaniae|Isol|adfaniae|adfaniae
OK|affatim|affatim|OK|adfatim|adfatim
Isol|affatio|affatio|OK|adfatio|adfatio
OK|affatus|affatus|Mult|adfatus|adfatus
Isol|affaveo|affaveo|OK|adfaveo|adfaveo
Isol|affectate|affectate|OK|adfectate|adfectate
Isol|affectaticius|affectaticius|OK|adfectaticius|adfectaticius
OK|affectatio|affectatio|OK|adfectatio|adfectatio
Isol|affectato|affectato|OK|adfectato|adfectato
OK|affectator|affectator|OK|adfectator|adfectator
OK|affectatrix|affectatrix|OK|adfectatrix|adfectatrix
Isol|affectatus|affectatus|OK|adfectatus|adfectatus
OK|affecte|affecte|OK|adfecte|adfecte
OK|affectio|affectio|OK|adfectio|adfectio
Isol|affectionalis|affectionalis|OK|adfectionalis|adfectionalis
OK|affectiosus|affectiosus|OK|adfectiosus|adfectiosus
Isol|affectivus|affectivus|OK|adfectivus|adfectivus
OK|affecto|affecto|OK|adfecto|adfecto
OK|affector|affector|OK|adfector|adfector
Isol|affectuose|affectuose|OK|adfectuose|adfectuose
OK|affectuosus|affectuosus|OK|adfectuosus|adfectuosus
Mult|affectus|affectus|Mult|adfectus|adfectus
Isol|afferenda|afferenda|Isol|adferenda|adferenda
OK|affero|affero|OK|adfero|adfero
Isol|affestino|affestino|OK|adfestino|adfestino
OK|afficio|afficio|OK|adficio|adficio
OK|afficticius|afficticius|OK|adficticius|adficticius
Isol|affictio|affictio|OK|adfictio|adfictio
Isol|affictitius|affictitius|Isol|adfictitius|adfictitius
Isol|affictus|affictus|OK|adfictus|adfictus
OK|affigo|affigo|OK|adfigo|adfigo
OK|affiguro|affiguro|OK|adfiguro|adfiguro
Isol|affiliatio|affiliatio|Isol|adfiliatio|adfiliatio
OK|affingo|affingo|OK|adfingo|adfingo
OK|affinis|affinis|Mult|adfinis|adfinis
OK|affinitas|affinitas|OK|adfinitas|adfinitas
Isol|affirmanter|affirmanter|OK|adfirmanter|adfirmanter
OK|affirmate|affirmate|OK|adfirmate|adfirmate
OK|affirmatio|affirmatio|OK|adfirmatio|adfirmatio
Isol|affirmative|affirmative|OK|adfirmative|adfirmative
OK|affirmativus|affirmativus|OK|adfirmativus|adfirmativus
OK|affirmator|affirmator|OK|adfirmator|adfirmator
OK|affirmo|affirmo|OK|adfirmo|adfirmo
OK|affixio|affixio|OK|adfixio|adfixio
OK|affixus|affixus|OK|adfixus|adfixus
OK|afflagrans|afflagrans|OK|adflagrans|adflagrans
Isol|afflamen|afflamen|OK|adflamen|adflamen
OK|afflator|afflator|OK|adflator|adflator
Isol|afflatorius|afflatorius|OK|adflatorius|adflatorius
Mult|afflatus|afflatus|Mult|adflatus|adflatus
OK|afflecto|afflecto|OK|adflecto|adflecto
OK|affleo|affleo|OK|adfleo|adfleo
OK|afflictatio|afflictatio|OK|adflictatio|adflictatio
OK|afflictator|afflictator|OK|adflictator|adflictator
Isol|afflictim|afflictim|OK|adflictim|adflictim
OK|afflictio|afflictio|OK|adflictio|adflictio
OK|afflicto|afflicto|OK|adflicto|adflicto
OK|afflictor|afflictor|OK|adflictor|adflictor
Isol|afflictrix|afflictrix|OK|adflictrix|adflictrix
Mult|afflictus|afflictus|Mult|adflictus|adflictus
OK|affligo|affligo|OK|adfligo|adfligo
OK|afflo|afflo|OK|adflo|adflo
OK|affluens|affluens|OK|adfluens|adfluens
Isol|affluente|affluente|Isol|adfluente|adfluente
OK|affluenter|affluenter|OK|adfluenter|adfluenter
OK|affluentia|affluentia|OK|adfluentia|adfluentia
Isol|affluitas|affluitas|OK|adfluitas|adfluitas
OK|affluo|affluo|OK|adfluo|adfluo
OK|affluus|affluus|OK|adfluus|adfluus
Isol|affluxio|affluxio|OK|adfluxio|adfluxio
OK|affodio|affodio|OK|adfodio|adfodio
OK|affor|affor|OK|adfor|adfor
Isol|affore|affore|OK|adfore|adfore
Isol|afforem|afforem|Isol|adforem|adforem
OK|afformido|afformido|OK|adformido|adformido
OK|affrango|affrango|OK|adfrango|adfrango
OK|affremo|affremo|OK|adfremo|adfremo
OK|affricatio|affricatio|OK|adfricatio|adfricatio
OK|affrico|affrico|OK|adfrico|adfrico
OK|affrictus|affrictus|OK|adfrictus|adfrictus
OK|affringo|affringo|OK|adfringo|adfringo
OK|affrio|affrio|OK|adfrio|adfrio
OK|affulgeo|affulgeo|OK|adfulgeo|adfulgeo
OK|affundo|affundo|OK|adfundo|adfundo
Isol|affurcillo|affurcillo|OK|adfurcillo|adfurcillo
Isol|affusio|affusio|OK|adfusio|adfusio
OK|aggar|aggar|Isol|adgar|adgar
OK|aggarrio|aggarrio|OK|adgarrio|adgarrio
OK|aggaudeo|aggaudeo|OK|adgaudeo|adgaudeo
OK|aggemo|aggemo|OK|adgemo|adgemo
OK|aggenero|aggenero|OK|adgenero|adgenero
OK|aggeniculatio|aggeniculatio|OK|adgeniculatio|adgeniculatio
OK|aggeniculor|aggeniculor|OK|adgeniculor|adgeniculor
OK|aggeratio|aggeratio|Isol|adgeratio|adgeratio
Mult|aggero|aggero|Mult|adgero|adgero
Isol|aggestim|aggestim|OK|adgestim|adgestim
OK|aggestio|aggestio|OK|adgestio|adgestio
Isol|aggestum|aggestum|OK|adgestum|adgestum
Mult|aggestus|aggestus|Mult|adgestus|adgestus
OK|agglomero|agglomero|OK|adglomero|adglomero
Isol|agglutinatio|agglutinatio|OK|adglutinatio|adglutinatio
OK|agglutino|agglutino|OK|adglutino|adglutino
OK|aggravatio|aggravatio|OK|adgravatio|adgravatio
OK|aggravesco|aggravesco|OK|adgravesco|adgravesco
OK|aggravo|aggravo|OK|adgravo|adgravo
OK|aggredio|aggredio|OK|adgredio|adgredio
OK|aggredior|aggredior|OK|adgredior|adgredior
Isol|aggregatio|aggregatio|OK|adgregatio|adgregatio
OK|aggrego|aggrego|OK|adgrego|adgrego
OK|aggressio|aggressio|OK|adgressio|adgressio
OK|aggressor|aggressor|OK|adgressor|adgressor
OK|aggressura|aggressura|OK|adgressura|adgressura
Mult|aggressus|aggressus|Mult|adgressus|adgressus
OK|agguberno|agguberno|OK|adguberno|adguberno
Isol|allabo|allabo|OK|adlabo|adlabo
OK|allabor|allabor|OK|adlabor|adlabor
OK|allaboro|allaboro|OK|adlaboro|adlaboro
OK|allacrimans|allacrimans|OK|adlacrimans|adlacrimans
Isol|allacrimo|allacrimo|OK|adlacrimo|adlacrimo
OK|allacto|allacto|OK|adlacto|adlacto
OK|allambo|allambo|OK|adlambo|adlambo
Mult|allapsus|allapsus|Mult|adlapsus|adlapsus
OK|allatro|allatro|OK|adlatro|adlatro
OK|allatus|allatus|OK|adlatus|adlatus
OK|allaudabilis|allaudabilis|OK|adlaudabilis|adlaudabilis
OK|allaudo|allaudo|OK|adlaudo|adlaudo
OK|allectatio|allectatio|OK|adlectatio|adlectatio
OK|allectio|allectio|OK|adlectio|adlectio
Mult|allecto|allecto|OK|adlecto|adlecto
Mult|allector|allector|OK|adlector|adlector
Isol|allectorius|allectorius|OK|adlectorius|adlectorius
OK|allectura|allectura|OK|adlectura|adlectura
Mult|allectus|allectus|Mult|adlectus|adlectus
Isol|allegati|allegati|Isol|adlegati|adlegati
OK|allegatio|allegatio|OK|adlegatio|adlegatio
OK|allegatus|allegatus|Mult|adlegatus|adlegatus
Mult|allego|allego|Mult|adlego|adlego
OK|allenimentum|allenimentum|Isol|adlenimentum|adlenimentum
OK|allevamentum|allevamentum|OK|adlevamentum|adlevamentum
Isol|allevaticius|allevaticius|OK|adlevaticius|adlevaticius
OK|allevatio|allevatio|OK|adlevatio|adlevatio
OK|allevator|allevator|OK|adlevator|adlevator
Isol|allevatus|allevatus|OK|adlevatus|adlevatus
OK|allevio|allevio|OK|adlevio|adlevio
Mult|allevo|allevo|Mult|adlevo|adlevo
Isol|allexi|allexi|OK|adlexi|adlexi
OK|allicefacio|allicefacio|OK|adlicefacio|adlicefacio
OK|allicio|allicio|OK|adlicio|adlicio
OK|allido|allido|OK|adlido|adlido
Isol|alligamen|alligamen|OK|adligamen|adligamen
OK|alligamentum|alligamentum|OK|adligamentum|adligamentum
Isol|alligati|alligati|Isol|adligati|adligati
OK|alligatio|alligatio|OK|adligatio|adligatio
OK|alligator|alligator|OK|adligator|adligator
OK|alligatura|alligatura|OK|adligatura|adligatura
OK|alligo|alligo|OK|adligo|adligo
Isol|allinio|allinio|OK|adlinio|adlinio
OK|allino|allino|OK|adlino|adlino
OK|allisio|allisio|OK|adlisio|adlisio
Isol|allisus|allisus|OK|adlisus|adlisus
OK|allivescit|allivescit|OK|adlivescit|adlivescit
OK|allocutio|allocutio|OK|adlocutio|adlocutio
Isol|allocutivus|allocutivus|OK|adlocutivus|adlocutivus
Isol|allocutor|allocutor|OK|adlocutor|adlocutor
Isol|allocutus|allocutus|OK|adlocutus|adlocutus
OK|alloquium|alloquium|OK|adloquium|adloquium
OK|alloquor|alloquor|OK|adloquor|adloquor
OK|allubentia|allubentia|OK|adlubentia|adlubentia
OK|allubesco|allubesco|OK|adlubesco|adlubesco
OK|alluceo|alluceo|OK|adluceo|adluceo
Isol|alluctamentum|alluctamentum|OK|adluctamentum|adluctamentum
OK|alluctor|alluctor|OK|adluctor|adluctor
OK|alludio|alludio|OK|adludio|adludio
OK|alludo|alludo|OK|adludo|adludo
OK|alluo|alluo|OK|adluo|adluo
OK|allusio|allusio|OK|adlusio|adlusio
OK|alluvies|alluvies|OK|adluvies|adluvies
OK|alluvio|alluvio|OK|adluvio|adluvio
OK|alluvius|alluvius|OK|adluvius|adluvius
OK|appango|appango|Isol|adpango|adpango
OK|apparamentum|apparamentum|OK|adparamentum|adparamentum
OK|apparate|apparate|OK|adparate|adparate
OK|apparatio|apparatio|OK|adparatio|adparatio
OK|apparator|apparator|OK|adparator|adparator
OK|apparatrix|apparatrix|OK|adparatrix|adparatrix
Mult|apparatus|apparatus|Mult|adparatus|adparatus
OK|apparenter|apparenter|Isol|adparenter|adparenter
OK|apparentia|apparentia|Isol|adparentia|adparentia
OK|appareo|appareo|OK|adpareo|adpareo
OK|apparesco|apparesco|OK|adparesco|adparesco
OK|appario|appario|OK|adpario|adpario
OK|apparitio|apparitio|OK|adparitio|adparitio
OK|apparitor|apparitor|OK|adparitor|adparitor
OK|apparitura|apparitura|OK|adparitura|adparitura
OK|apparo|apparo|OK|adparo|adparo
OK|appectoro|appectoro|Isol|adpectoro|adpectoro
Mult|appello|appello|Mult|adpello|adpello
OK|appendeo|appendeo|Isol|adpendeo|adpendeo
OK|appendix|appendix|OK|adpendix|adpendix
OK|appendo|appendo|OK|adpendo|adpendo
OK|appensor|appensor|OK|adpensor|adpensor
OK|appensus|appensus|Isol|adpensus|adpensus
OK|appertineo|appertineo|Mult|adpertineo|adpertineo
OK|appetens|appetens|OK|adpetens|adpetens
OK|appetenter|appetenter|OK|adpetenter|adpetenter
OK|appetentia|appetentia|OK|adpetentia|adpetentia
OK|appetibilis|appetibilis|Isol|adpetibilis|adpetibilis
OK|appetisso|appetisso|OK|adpetisso|adpetisso
OK|appetitio|appetitio|OK|adpetitio|adpetitio
OK|appetitor|appetitor|OK|adpetitor|adpetitor
OK|appetitorius|appetitorius|Isol|adpetitorius|adpetitorius
Mult|appetitus|appetitus|Mult|adpetitus|adpetitus
Mult|appeto|appeto|Mult|adpeto|adpeto
Isol|appetulantia|appetulantia|Isol|adpetulantia|adpetulantia
Mult|appingo|appingo|OK|adpingo|adpingo
OK|applaudo|applaudo|OK|adplaudo|adplaudo
OK|applausor|applausor|OK|adplausor|adplausor
Mult|applausus|applausus|Isol|adplausus|adplausus
Isol|applex|applex|Isol|adplex|adplex
OK|applicatio|applicatio|OK|adplicatio|adplicatio
Isol|applicaturus|applicaturus|Isol|adplicaturus|adplicaturus
OK|applicatus|applicatus|OK|adplicatus|adplicatus
Isol|appliciturus|appliciturus|Isol|adpliciturus|adpliciturus
OK|applicitus|applicitus|OK|adplicitus|adplicitus
OK|applico|applico|OK|adplico|adplico
OK|applodo|applodo|OK|adplodo|adplodo
OK|apploro|apploro|OK|adploro|adploro
OK|applosus|applosus|Isol|adplosus|adplosus
OK|applumbatus|applumbatus|Isol|adplumbatus|adplumbatus
Isol|applumbo|applumbo|Isol|adplumbo|adplumbo
OK|appono|appono|OK|adpono|adpono
OK|apporrectus|apporrectus|OK|adporrectus|adporrectus
OK|apportatio|apportatio|OK|adportatio|adportatio
OK|apportatus|apportatus|OK|adportatus|adportatus
OK|apporto|apporto|OK|adporto|adporto
OK|apposco|apposco|OK|adposco|adposco
OK|apposite|apposite|Isol|adposite|adposite
OK|appositio|appositio|Isol|adpositio|adpositio
OK|appositum|appositum|Isol|adpositum|adpositum
Mult|appositus|appositus|Mult|adpositus|adpositus
OK|appostulo|appostulo|Mult|adpostulo|adpostulo
OK|appotus|appotus|OK|adpotus|adpotus
OK|apprecor|apprecor|OK|adprecor|adprecor
OK|apprehendo|apprehendo|OK|adprehendo|adprehendo
OK|apprehensibilis|apprehensibilis|OK|adprehensibilis|adprehensibilis
OK|apprehensio|apprehensio|OK|adprehensio|adprehensio
OK|apprenso|apprenso|OK|adprenso|adprenso
OK|appressus|appressus|Isol|adpressus|adpressus
OK|appretio|appretio|OK|adpretio|adpretio
OK|apprime|apprime|OK|adprime|adprime
OK|apprimo|apprimo|OK|adprimo|adprimo
OK|apprimus|apprimus|OK|adprimus|adprimus
OK|approbatio|approbatio|OK|adprobatio|adprobatio
OK|approbator|approbator|OK|adprobator|adprobator
OK|approbatus|approbatus|Isol|adprobatus|adprobatus
OK|approbe|approbe|OK|adprobe|adprobe
OK|approbo|approbo|OK|adprobo|adprobo
OK|approbus|approbus|OK|adprobus|adprobus
OK|appromissor|appromissor|OK|adpromissor|adpromissor
OK|appromitto|appromitto|OK|adpromitto|adpromitto
OK|approno|approno|OK|adprono|adprono
OK|approperatus|approperatus|Isol|adproperatus|adproperatus
OK|appropero|appropero|OK|adpropero|adpropero
OK|appropinquatio|appropinquatio|OK|adpropinquatio|adpropinquatio
OK|appropinquo|appropinquo|OK|adpropinquo|adpropinquo
OK|appropriatio|appropriatio|Isol|adpropriatio|adpropriatio
Mult|approprio|approprio|Isol|adproprio|adproprio
OK|approximo|approximo|OK|adproximo|adproximo
OK|appugno|appugno|OK|adpugno|adpugno
Mult|appuli|appuli|Isol|adpuli|adpuli
Mult|appulsus|appulsus|Mult|adpulsus|adpulsus
OK|appunctus|appunctus|OK|adpunctus|adpunctus
OK|appungo|appungo|OK|adpungo|adpungo
Isol|aps|aps|OK|abs|abs
Isol|apsinthium|apsinthium|OK|absinthium|absinthium
OK|apsis|apsis|OK|absis|absis
OK|apsoros|apsoros|OK|absoros|absoros
Isol|apsumo|apsumo|OK|absumo|absumo
Isol|apsyrtis|apsyrtis|OK|absyrtis|absyrtis
OK|arrado|arrado|OK|adrado|adrado
OK|arrectarius|arrectarius|OK|adrectarius|adrectarius
OK|arrectus|arrectus|OK|adrectus|adrectus
OK|arremigo|arremigo|OK|adremigo|adremigo
OK|arrepo|arrepo|OK|adrepo|adrepo
Isol|arreptans|arreptans|OK|adreptans|adreptans
OK|arrepticius|arrepticius|OK|adrepticius|adrepticius
OK|arreptivus|arreptivus|OK|adreptivus|adreptivus
OK|arreptus|arreptus|Isol|adreptus|adreptus
OK|arria|arria|OK|adria|adria
OK|arrideo|arrideo|OK|adrideo|adrideo
Mult|arrigo|arrigo|Mult|adrigo|adrigo
OK|arripio|arripio|OK|adripio|adripio
OK|arrisio|arrisio|OK|adrisio|adrisio
OK|arrisor|arrisor|OK|adrisor|adrisor
OK|arrodo|arrodo|OK|adrodo|adrodo
OK|arrogans|arrogans|OK|adrogans|adrogans
OK|arroganter|arroganter|OK|adroganter|adroganter
OK|arrogantia|arrogantia|OK|adrogantia|adrogantia
OK|arrogatio|arrogatio|OK|adrogatio|adrogatio
OK|arrogator|arrogator|OK|adrogator|adrogator
OK|arrogatus|arrogatus|OK|adrogatus|adrogatus
OK|arrogo|arrogo|OK|adrogo|adrogo
OK|arroro|arroro|Mult|adroro|adroro
OK|arrosor|arrosor|OK|adrosor|adrosor
OK|arrosus|arrosus|OK|adrosus|adrosus
OK|arrotans|arrotans|OK|adrotans|adrotans
OK|arruo|arruo|OK|adruo|adruo
OK|ascalpo|ascalpo|Isol|adscalpo|adscalpo
OK|ascendens|ascendens|OK|adscendens|adscendens
OK|ascendibilis|ascendibilis|OK|adscendibilis|adscendibilis
OK|ascendo|ascendo|OK|adscendo|adscendo
OK|ascensibilis|ascensibilis|OK|adscensibilis|adscensibilis
OK|ascensio|ascensio|OK|adscensio|adscensio
OK|ascensor|ascensor|Isol|adscensor|adscensor
Mult|ascensus|ascensus|Mult|adscensus|adscensus
Mult|ascio|ascio|OK|adscio|adscio
OK|ascisco|ascisco|OK|adscisco|adscisco
Mult|ascitus|ascitus|Mult|adscitus|adscitus
OK|ascribo|ascribo|OK|adscribo|adscribo
OK|ascripticius|ascripticius|OK|adscripticius|adscripticius
OK|ascriptio|ascriptio|OK|adscriptio|adscriptio
OK|ascriptivus|ascriptivus|OK|adscriptivus|adscriptivus
OK|ascriptor|ascriptor|OK|adscriptor|adscriptor
OK|ascriptus|ascriptus|Isol|adscriptus|adscriptus
Isol|asp|asp|OK|adsp|adsp
Mult|aspargo|aspargo|Isol|adspargo|adspargo
OK|aspectabilis|aspectabilis|OK|adspectabilis|adspectabilis
OK|aspectamen|aspectamen|OK|adspectamen|adspectamen
OK|aspectio|aspectio|OK|adspectio|adspectio
OK|aspecto|aspecto|OK|adspecto|adspecto
Mult|aspectus|aspectus|Mult|adspectus|adspectus
Mult|aspergo|aspergo|Mult|adspergo|adspergo
OK|aspernor|aspernor|OK|adspernor|adspernor
OK|aspersio|aspersio|OK|adspersio|adspersio
Mult|aspersus|aspersus|Mult|adspersus|adspersus
OK|aspicio|aspicio|OK|adspicio|adspicio
OK|aspiramen|aspiramen|OK|adspiramen|adspiramen
OK|aspiramentum|aspiramentum|Isol|adspiramentum|adspiramentum
OK|aspiratio|aspiratio|OK|adspiratio|adspiratio
OK|aspirativus|aspirativus|Isol|adspirativus|adspirativus
OK|aspiratus|aspiratus|OK|adspiratus|adspiratus
OK|aspiro|aspiro|OK|adspiro|adspiro
OK|aspuo|aspuo|OK|adspuo|adspuo
OK|assaluto|assaluto|OK|adsaluto|adsaluto
OK|assecla|assecla|OK|adsecla|adsecla
OK|assectatio|assectatio|OK|adsectatio|adsectatio
OK|assectator|assectator|OK|adsectator|adsectator
OK|assectatus|assectatus|OK|adsectatus|adsectatus
OK|assector|assector|OK|adsector|adsector
OK|assecue|assecue|OK|adsecue|adsecue
Isol|assecula|assecula|OK|adsecula|adsecula
OK|assecutio|assecutio|OK|adsecutio|adsecutio
OK|assecutor|assecutor|OK|adsecutor|adsecutor
OK|assecutus|assecutus|OK|adsecutus|adsecutus
OK|assedo|assedo|OK|adsedo|adsedo
OK|assellatio|assellatio|OK|adsellatio|adsellatio
OK|assellor|assellor|OK|adsellor|adsellor
OK|assenesco|assenesco|OK|adsenesco|adsenesco
OK|assensi|assensi|OK|adsensi|adsensi
OK|assensio|assensio|OK|adsensio|adsensio
OK|assensor|assensor|OK|adsensor|adsensor
Mult|assensus|assensus|Mult|adsensus|adsensus
OK|assentaneus|assentaneus|OK|adsentaneus|adsentaneus
OK|assentatio|assentatio|OK|adsentatio|adsentatio
OK|assentatiuncula|assentatiuncula|OK|adsentatiuncula|adsentatiuncula
OK|assentator|assentator|OK|adsentator|adsentator
OK|assentatorie|assentatorie|OK|adsentatorie|adsentatorie
OK|assentatrix|assentatrix|OK|adsentatrix|adsentatrix
OK|assentiae|assentiae|Isol|adsentiae|adsentiae
OK|assentio|assentio|OK|adsentio|adsentio
OK|assentior|assentior|OK|adsentior|adsentior
OK|assentor|assentor|OK|adsentor|adsentor
Isol|asseque|asseque|Isol|adseque|adseque
OK|assequela|assequela|OK|adsequela|adsequela
OK|assequor|assequor|OK|adsequor|adsequor
Mult|assero|assero|Mult|adsero|adsero
OK|assertio|assertio|OK|adsertio|adsertio
OK|assertor|assertor|OK|adsertor|adsertor
OK|assertorius|assertorius|OK|adsertorius|adsertorius
OK|assertrix|assertrix|OK|adsertrix|adsertrix
OK|assertum|assertum|OK|adsertum|adsertum
OK|assertus|assertus|OK|adsertus|adsertus
OK|asserui|asserui|OK|adserui|adserui
OK|asservatus|asservatus|OK|adservatus|adservatus
OK|asservio|asservio|OK|adservio|adservio
OK|asservo|asservo|OK|adservo|adservo
OK|assessio|assessio|OK|adsessio|adsessio
OK|assessor|assessor|OK|adsessor|adsessor
OK|assessorius|assessorius|OK|adsessorius|adsessorius
OK|assessura|assessura|OK|adsessura|adsessura
Mult|assessus|assessus|Mult|adsessus|adsessus
OK|assestrix|assestrix|OK|adsestrix|adsestrix
OK|asseverans|asseverans|OK|adseverans|adseverans
OK|asseveranter|asseveranter|OK|adseveranter|adseveranter
OK|asseverate|asseverate|OK|adseverate|adseverate
OK|asseveratio|asseveratio|OK|adseveratio|adseveratio
OK|asseverativus|asseverativus|OK|adseverativus|adseverativus
OK|assevero|assevero|OK|adsevero|adsevero
Isol|assevi|assevi|OK|adsevi|adsevi
OK|assibilo|assibilo|OK|adsibilo|adsibilo
OK|assiccesco|assiccesco|OK|adsiccesco|adsiccesco
OK|assicco|assicco|OK|adsicco|adsicco
OK|assidelae|assidelae|OK|adsidelae|adsidelae
OK|assideo|assideo|OK|adsideo|adsideo
OK|assido|assido|OK|adsido|adsido
OK|assidue|assidue|OK|adsidue|adsidue
Isol|assiduissime|assiduissime|Isol|adsiduissime|adsiduissime
OK|assiduitas|assiduitas|OK|adsiduitas|adsiduitas
Mult|assiduo|assiduo|Mult|adsiduo|adsiduo
Mult|assiduus|assiduus|OK|adsiduus|adsiduus
OK|assignatio|assignatio|OK|adsignatio|adsignatio
OK|assignator|assignator|OK|adsignator|adsignator
OK|assignatus|assignatus|OK|adsignatus|adsignatus
OK|assignificatio|assignificatio|OK|adsignificatio|adsignificatio
OK|assignifico|assignifico|OK|adsignifico|adsignifico
OK|assigno|assigno|OK|adsigno|adsigno
OK|assilio|assilio|OK|adsilio|adsilio
Isol|assimilanter|assimilanter|Isol|adsimilanter|adsimilanter
OK|assimilatio|assimilatio|OK|adsimilatio|adsimilatio
OK|assimilatus|assimilatus|OK|adsimilatus|adsimilatus
OK|assimilis|assimilis|OK|adsimilis|adsimilis
OK|assimiliter|assimiliter|OK|adsimiliter|adsimiliter
OK|assimilo|assimilo|OK|adsimilo|adsimilo
OK|assimulanter|assimulanter|OK|adsimulanter|adsimulanter
OK|assimulaticius|assimulaticius|OK|adsimulaticius|adsimulaticius
OK|assimulatio|assimulatio|OK|adsimulatio|adsimulatio
OK|assimulativus|assimulativus|OK|adsimulativus|adsimulativus
OK|assimulator|assimulator|OK|adsimulator|adsimulator
OK|assimulatus|assimulatus|OK|adsimulatus|adsimulatus
OK|assimulo|assimulo|OK|adsimulo|adsimulo
OK|assisto|assisto|OK|adsisto|adsisto
OK|assistrix|assistrix|Isol|adsistrix|adsistrix
OK|assitus|assitus|OK|adsitus|adsitus
OK|associatus|associatus|OK|adsociatus|adsociatus
OK|associetas|associetas|Isol|adsocietas|adsocietas
OK|associo|associo|OK|adsocio|adsocio
OK|associus|associus|OK|adsocius|adsocius
OK|assoleo|assoleo|OK|adsoleo|adsoleo
OK|assolido|assolido|Isol|adsolido|adsolido
OK|assolo|assolo|OK|adsolo|adsolo
OK|assonatio|assonatio|Isol|adsonatio|adsonatio
OK|assono|assono|OK|adsono|adsono
Isol|assonus|assonus|Isol|adsonus|adsonus
Isol|assubrigo|assubrigo|OK|adsubrigo|adsubrigo
OK|assuctus|assuctus|OK|adsuctus|adsuctus
OK|assudasco|assudasco|OK|adsudasco|adsudasco
Isol|assudasso|assudasso|Isol|adsudasso|adsudasso
OK|assudesco|assudesco|OK|adsudesco|adsudesco
Isol|assudo|assudo|OK|adsudo|adsudo
OK|assuefacio|assuefacio|OK|adsuefacio|adsuefacio
